MESSAGE_IDR,CREATION_TMP,TRANSACTION_REFERENCE_NUM,FPS_IDR,SETTLEMENT_AMT,SETTLEMENT_CURRENCY_CDE,PAYMENT_REQUEST_SENT_DTE,BENEFICIARY_CR_INST_SRT_CDE,BENEFICIARY_CUS_ACC_NUM,BENEFICIARY_CUS_ACC_NME,ORIGINATING_CR_INST_SRT_CDE,ORIGINATING_CUS_ACC_NUM,ORIGINATING_CUS_ACC_NME,BENEF_CUS_ACC_ADDNL_IDENT_REF,PAYMENT_TYPE_CDE,CREDIT_PAYMENT_METHOD_VAL,DEBIT_PAYMENT_METHOD_VAL,MESSAGE_STATUS_CDE,MESSAGE_DIRECTION_CDE,SUBMITTING_MEMBER_BANK_CDE,RECEIVING_MEMBER_BANK_CDE,SETTLEMENT_DTE,ORIGINATING_SYSTEM_CDE
RPS FPS 36282234279810,22-6-2018 00:00:00,RP6673117329038100,RP46953401587322623684287806538965639,385.00,GBP,22-6-2018,858583,25609222,KUWAITIABU,636320,85374028,Gerhard Clarage,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,22-6-2018,612
RPS FPS 32136125035303,26-1-2018 00:00:00,RP5958961015937710,RP46828122740433457855682361819319054,113.00,GBP,26-1-2018,608475,25614222,KUWAITISHAIMA',790484,77020699,Pierre Dunnan,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,26-1-2018,612
RPS FPS 32191677328992,4-12-2018 00:00:00,RP3375946964700200,RP46920712992061750994490422659046924,623.00,GBP,4-12-2018,338032,25633222,"SHAIMA',ABUKUWAITI",468318,65345511,Hurlee Holby,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,4-12-2018,812
RPS FPS 77109633685480,8-12-2018 00:00:00,RP5732599848307180,RP46946562735618745851693443509326055,566.00,GBP,8-12-2018,425024,25638222,MAYSA'QATTAN,466231,75724412,Urbanus Water,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,8-12-2018,812
RPS FPS 77241901245534,7-11-2018 00:00:00,RP7937845616045350,RP46857422268777525034784793399034712,406.00,GBP,7-11-2018,668966,25646222,MQATTAN,725425,81506632,Amandi Gilmour,INVOICES 22 +29,10,FPS,BOOK,COMPLETE,O,934,11,7-11-2018,603
RPS FPS 54901869616500,24-7-2018 00:00:00,RP1559599415195800,RP46907601606012656531687111338749379,863.00,GBP,24-7-2018,397043,25650222,QATTANM,579023,42423551,Bjorn Maddrah,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,24-7-2018,612
RPS FPS 88146877147500,13-8-2018 00:00:00,RP8859037005840020,RP46814663417132434031585426718797862,413.00,GBP,13-8-2018,421572,25657222,DIYA'WAFA'I,450841,51078255,Elisabetta Mebius,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,13-8-2018,612
RPS FPS 10904883632060,7-10-2018 00:00:00,RP8151270012823660,RP46900661895340605336993110439127801,814.00,GBP,7-10-2018,498088,25741222,DWAFA'I,670132,56133940,Ely Tracey,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,7-10-2018,812
RPS FPS 24795416955161,19-4-2018 00:00:00,RP8887388597722340,RP46957412824646494645886219389091625,566.00,GBP,19-4-2018,431255,25747222,WAFA'ID,242047,62038789,Simmonds Camerati,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,19-4-2018,812
RPS FPS 71306464849478,17-8-2018 00:00:00,RP5538381196624060,RP46969842874421583275390149819174064,519.00,GBP,17-8-2018,571212,25764222,JAME'JAME',365876,76864604,Amos Guierre,INVOICES 22 +29,10,FPS,BOOK,COMPLETE,O,934,11,17-8-2018,603
RPS FPS 41865104710638,24-9-2018 00:00:00,RP5350814700423350,RP46845432696056586031588183779274836,437.00,GBP,24-9-2018,701723,25775222,JJAME',804400,45688163,Dorothy Paske,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,24-9-2018,612
RPS FPS 10761787760706,23-2-2018 00:00:00,RP1513829183325660,RP46944962143338564234988821139271609,961.00,GBP,23-2-2018,843042,25795222,JAME'J,802472,40186654,Pietra Pes,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,23-2-2018,612
RPS FPS 43291686582332,20-2-2018 00:00:00,RP9413018564794440,RP46904143094891614481785473648891996,764.00,GBP,20-2-2018,529571,25812222,"MUHAMMAD,RABI'AL-BAHTITISTRONG",726613,69150071,Heda Gaveltone,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,20-2-2018,812
RPS FPS 66851221197999,25-7-2018 00:00:00,RP7097669257707400,RP46876791395078417512292238839056003,379.00,GBP,25-7-2018,474337,25860222,MUHAMMADAL-BAHTITISTRONG,380865,46108906,Dani Schwerin,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,25-7-2018,812
RPS FPS 40389048019409,2-3-2018 00:00:00,RP3626477455711490,RP46856372795155525525486644229192500,864.00,GBP,2-3-2018,238698,25896222,RABI'AL-BAHTITISTRONG,800498,51666285,Axe Hawkin,INVOICES 22 +30,10,FPS,BOOK,COMPLETE,O,934,11,2-3-2018,603
RPS FPS 76527124281454,25-2-2018 00:00:00,RP4782027476570550,RP46834033290836567492291355369208106,163.00,GBP,25-2-2018,857750,25906222,MAL-BAHTITISTRONG,393098,41490936,Mariette Pendrick,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,25-2-2018,612
RPS FPS 15196225825650,15-10-2018 00:00:00,RP4906068179592750,RP46889281179969501130281283628950384,55.00,GBP,15-10-2018,853497,25953222,AL-BAHTITIMSTRONG,281300,63384310,Marcellina Ciccoloi,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,15-10-2018,612
RPS FPS 18961439371413,26-4-2018 00:00:00,RP1282047433941820,RP46980882704601412309789312888881782,661.00,GBP,26-4-2018,473304,25955222,"M,RAL-BAHTITISTRONG",547983,66353894,Elvira Fearfull,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,26-4-2018,812
RPS FPS 65859865342779,7-6-2018 00:00:00,RP7985359528058920,RP46893273281985512981477216719104358,688.00,GBP,7-6-2018,642564,25988222,AL-BAHTITIM RSTRONG,365415,41818185,Bill Cobbald,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,7-6-2018,812
RPS FPS 40904901788783,20-10-2018 00:00:00,RP7776649408919100,RP46822393004066763608181917419196576,266.00,GBP,20-10-2018,823708,26000222,"MUHAMMAD,RAL-BAHTITISTRONG",448669,82896929,Tandy Nelsen,INVOICES 22 +30,10,FPS,BOOK,COMPLETE,O,934,11,20-10-2018,603
RPS FPS 31700874292049,2-7-2018 00:00:00,RP2375186021749470,RP46911741390695501489580927878839238,352.00,GBP,2-7-2018,297266,26023222,AL-BAHTITIMUHAMMAD RSTRONG,363795,65840852,Constantin Dumbar,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,2-7-2018,612
RPS FPS 27880441713824,19-4-2018 00:00:00,RP7844501423968760,RP46970502749339359566480391299301821,587.00,GBP,19-4-2018,432522,26035222,RAL-BAHTITISTRONG,495290,74121804,Dalston Robbert,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,19-4-2018,612
RPS FPS 95907431834329,2-11-2018 00:00:00,RP8049728743868030,RP46821371939402517940379521378845612,605.00,GBP,2-11-2018,453824,26038222,AL-BAHTITIRSTRONG,381330,76608210,Aubree Tatersale,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,2-11-2018,812
RPS FPS 36528065937398,1-8-2018 00:00:00,RP6936596070544970,RP46942461516300612673892587598813113,327.00,GBP,1-8-2018,656030,26041222,AL-BAHTITIMUHAMMADSTRONG,309457,78562767,Morgan Preshous,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,1-8-2018,812
RPS FPS 31639915975659,20-11-2018 00:00:00,RP3486381075197740,RP46873252414849483418579651628928224,76.00,GBP,20-11-2018,428849,26044222,AL-BAHTITIRABI'STRONG,395278,57789546,Gerhard Trench,INVOICES 22 +31,10,FPS,BOOK,COMPLETE,O,934,11,20-11-2018,603
RPS FPS 86413324053918,14-8-2018 00:00:00,RP6897764925126200,RP46989701944610583188276481388918605,546.00,GBP,14-8-2018,427239,26046222,"RABI',MUHAMMADAL-BAHTITISTRONG",807859,74492642,Grata Wolseley,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,14-8-2018,612
RPS FPS 86296240114946,18-5-2018 00:00:00,RP7339082782040420,RP46941073345743595984086315818943554,263.00,GBP,18-5-2018,872611,26098222,BADI'MU'ALLA,739804,44776004,Antonetta Shipton,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,18-5-2018,612
RPS FPS 21951112851570,2-6-2018 00:00:00,RP9027040646095960,RP46969072120833573078278936608957881,983.00,GBP,2-6-2018,402853,26102222,BMU'ALLA,871136,52262882,Ly Pullan,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,2-6-2018,812
RPS FPS 30184147988544,12-11-2018 00:00:00,RP2387260350779260,RP46983101977022649326485317759113750,276.00,GBP,12-11-2018,429414,26116222,MU'ALLAB,460345,77791385,Carter Sparks,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,12-11-2018,812
RPS FPS 16068064915226,18-8-2018 00:00:00,RP3439823571071920,RP46978121507712342961380279188960741,377.00,GBP,18-8-2018,352084,26120222,SAJI'DARWISH,304931,57240387,Annadiane Sample,INVOICES 22 +31,10,FPS,BOOK,COMPLETE,O,934,11,18-8-2018,603
RPS FPS 55283566646531,24-9-2018 00:00:00,RP9566620283969400,RP46915792948089451479182012399215200,682.00,GBP,24-9-2018,553596,26128222,SDARWISH,632881,73122399,Chaddie Marshfield,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,24-9-2018,612
RPS FPS 61683553173626,1-2-2018 00:00:00,RP9233115296226750,RP46912142078029668869780658559341314,114.00,GBP,1-2-2018,265528,26137222,DARWISHS,351251,68856237,Ruddie Albasiny,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,1-2-2018,612
RPS FPS 20173655541411,7-3-2018 00:00:00,RP8812487209413840,RP46869673164412681817292988958774522,784.00,GBP,7-3-2018,638053,26171222,JAMI'JAMI',494471,70464592,Anatola Driffe,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,7-3-2018,812
RPS FPS 39325157626354,6-6-2018 00:00:00,RP1509451965107380,RP46827633364526733824679635598773697,733.00,GBP,6-6-2018,740715,26234222,JJAMI',359859,49510160,Kristopher Broxis,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,6-6-2018,812
RPS FPS 41773999573583,4-2-2018 00:00:00,RP4757210456098540,RP46823181548148404776189900309043068,893.00,GBP,4-2-2018,617662,26272222,JAMI'J,487151,77323157,Nicol Pidon,INVOICES 22 +32,10,FPS,BOOK,COMPLETE,O,934,11,4-2-2018,603
RPS FPS 24520197214800,12-5-2018 00:00:00,RP6606687057478680,RP46998171662423557488486437988992539,139.00,GBP,12-5-2018,715719,26275222,"ASHRAF,AHMAD,FARI'AL-'ALLAK",853702,42892658,Gale Humble,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,12-5-2018,612
RPS FPS 55163408612088,1-4-2018 00:00:00,RP6604851073240770,RP46866302410849643695393022199331101,931.00,GBP,1-4-2018,252310,26314222,ASHRAFAL-'ALLAK,320452,55257109,Marietta Achurch,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,1-4-2018,612
RPS FPS 59279953183627,11-9-2018 00:00:00,RP5740718815979420,RP46920923310022760184083438728776595,784.00,GBP,11-9-2018,850885,26343222,"ASHRAF,AHMADAL-'ALLAK",668035,69691026,Timothee Griffithe,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,11-9-2018,812
RPS FPS 16811195843691,20-2-2018 00:00:00,RP1899623546686770,RP46970132861998610476889174828947373,553.00,GBP,20-2-2018,797270,26367222,AHMADAL-'ALLAK,632929,65580966,Jamison Clarson,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,20-2-2018,812
RPS FPS 68260797348500,21-5-2018 00:00:00,RP8193873871959230,RP46975991627222587081183848758865783,251.00,GBP,21-5-2018,396405,26388222,FARI'AL-'ALLAK,432733,66237887,Rozella Joselovitch,INVOICES 22 +32,10,FPS,BOOK,COMPLETE,O,934,11,21-5-2018,603
RPS FPS 52583686539213,4-1-2018 00:00:00,RP2594272136703820,RP46891761261008398933786098459289796,922.00,GBP,4-1-2018,764485,26395222,AAL-'ALLAK,794631,48974547,Jaquenette Sydry,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,4-1-2018,612
RPS FPS 36653198505309,21-7-2018 00:00:00,RP4883727447227960,RP46851701305548482082685362948847831,379.00,GBP,21-7-2018,562976,26432222,AL-'ALLAKA,696489,57704911,Donnie McPartlin,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,21-7-2018,612
RPS FPS 82931645455726,1-3-2018 00:00:00,RP9835588296351070,RP46987842993577650481684001438819555,796.00,GBP,1-3-2018,240508,26446222,"A,AAL-'ALLAK",361593,68840842,Alphonso Hindshaw,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,1-3-2018,812
RPS FPS 72314974509523,9-11-2018 00:00:00,RP8172631593830630,RP46878581596764362023086638659293932,236.00,GBP,9-11-2018,324510,26474222,AL-'ALLAKA A,603245,63656819,Ivor Pooke,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,9-11-2018,812
RPS FPS 40960143455971,8-4-2018 00:00:00,RP5032235701882500,RP46946243050225651724582747638901139,108.00,GBP,8-4-2018,665451,26496222,"A,A,FAL-'ALLAK",339068,65287460,Rog Staner,INVOICES 22 +33,10,FPS,BOOK,COMPLETE,O,934,11,8-4-2018,603
RPS FPS 76210161575698,24-2-2018 00:00:00,RP3337142375122140,RP46856892615058597536080377269020929,623.00,GBP,24-2-2018,266199,26512222,AL-'ALLAKA A F,610695,40753803,Gilbertina Greatreax,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,24-2-2018,612
RPS FPS 76889676683216,3-8-2018 00:00:00,RP3563405749743680,RP46945482562336399446792647918858124,79.00,GBP,3-8-2018,711353,26588222,"ASHRAF,AAL-'ALLAK",426539,54231841,Con Jimmison,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,3-8-2018,612
RPS FPS 67725814372489,8-10-2018 00:00:00,RP1121198329744000,RP46930221126669701727187632639324789,324.00,GBP,8-10-2018,818369,26595222,AL-'ALLAKASHRAF A,869375,63853341,Paul Elwell,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,8-10-2018,812
RPS FPS 87582157345229,5-4-2018 00:00:00,RP3780722954287970,RP46878861712982713499089848229025149,700.00,GBP,5-4-2018,391233,26605222,"ASHRAF,FAL-'ALLAK",396648,45871363,Karyn Ottam,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,5-4-2018,812
RPS FPS 70898213216822,25-12-2018 00:00:00,RP3992668990303360,RP46983163237890620816386879289353277,372.00,GBP,25-12-2018,526154,26612222,AL-'ALLAKASHRAF F,454137,63948728,Wildon Sevior,INVOICES 22 +33,10,FPS,BOOK,COMPLETE,O,934,11,25-12-2018,603
RPS FPS 74328904616742,8-10-2018 00:00:00,RP7809612350201560,RP46928531192432446792983462828961131,40.00,GBP,8-10-2018,354735,26690222,FAL-'ALLAK,691957,67804101,Laurel Verny,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,8-10-2018,612
RPS FPS 24022250560929,26-9-2018 00:00:00,RP2026616268144110,RP46961541208979541185788608349217726,40.00,GBP,26-9-2018,373186,26700222,AL-'ALLAKF,685567,56665032,Wade Kennington,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,26-9-2018,612
RPS FPS 59994047888061,27-7-2018 00:00:00,RP4482987442095870,RP46929621848079529664286525069023392,578.00,GBP,27-7-2018,827859,26722222,AL-'ALLAKASHRAF,401841,81295794,Blinny Bresner,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,27-7-2018,812
RPS FPS 82661146111832,19-2-2018 00:00:00,RP6227069687107120,RP46843831164863584340389181359081540,475.00,GBP,19-2-2018,784323,26723222,AL-'ALLAKASHRAF AHMAD,287554,80292221,Hakim Kerner,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,19-2-2018,812
RPS FPS 20904208512682,14-1-2018 00:00:00,RP2295161117255120,RP46938282456984449215388391049093996,245.00,GBP,14-1-2018,444782,26737222,AL-'ALLAKAHMAD,640578,50520575,Kathleen Sappson,INVOICES 22 +34,10,FPS,BOOK,COMPLETE,O,934,11,14-1-2018,603
RPS FPS 11411667812060,11-9-2018 00:00:00,RP2994039989514150,RP46846082632225749403077586069001607,410.00,GBP,11-9-2018,424415,26740222,AL-'ALLAKFARI',716414,37166348,Caye Januszewski,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,11-9-2018,612
RPS FPS 90489717508268,8-4-2018 00:00:00,RP6793600808581910,RP46938491920023656460287202069241814,768.00,GBP,8-4-2018,322566,26759222,"AHMAD,ASHRAFAL-'ALLAK",356796,52251351,Margret Kett,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,8-4-2018,612
RPS FPS 47839459706204,4-11-2018 00:00:00,RP4296793836143180,RP46887733120141673740579132649209101,783.00,GBP,4-11-2018,305166,26773222,"MOHAMMAD, MOUTI'MOUAYYAD",530233,54951083,Rikki Keeri,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,4-11-2018,812
RPS FPS 13707827220685,15-7-2018 00:00:00,RP4439583066293800,RP46834852654013584189589314329141707,49.00,GBP,15-7-2018,557380,26806222,MOHAMMADMOUAYYAD,388504,43765720,Adriana Prowse,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,15-7-2018,812
RPS FPS 43878730331458,26-8-2018 00:00:00,RP6037050673042330,RP46846862953616745101576483199103066,815.00,GBP,26-8-2018,294677,26828222, MOUTI'MOUAYYAD,559722,60209712,Kliment Gothrup,INVOICES 22 +34,10,FPS,BOOK,COMPLETE,O,934,11,26-8-2018,603
RPS FPS 92747099264405,26-10-2018 00:00:00,RP9907137287251010,RP46901453021169734903586463048788992,466.00,GBP,26-10-2018,818327,26862222,MMOUAYYAD,400490,61082895,Cornelia Smallacombe,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,26-10-2018,612
RPS FPS 97195636954413,17-8-2018 00:00:00,RP7693185862728350,RP46933881278905665055477258499324901,78.00,GBP,17-8-2018,875979,26900222,MOUAYYADM,777172,62991131,Bing Layhe,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,17-8-2018,612
RPS FPS 79777875555662,7-5-2018 00:00:00,RP2968743755633110,RP46887822509138519540884928929185037,759.00,GBP,7-5-2018,547251,26908222,"M,MMOUAYYAD",631101,71797618,Vin Davenhill,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,7-5-2018,812
RPS FPS 64051228734966,20-3-2018 00:00:00,RP3525406297347330,RP46925411807060529470489344639291381,662.00,GBP,20-3-2018,832198,26916222,MOUAYYADM M,471167,70797486,Riva Lawtie,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,20-3-2018,812
RPS FPS 23444486831821,3-8-2018 00:00:00,RP2401432521411130,RP46992453099368373740993135679014985,942.00,GBP,3-8-2018,425492,26941222,"MOHAMMAD,MMOUAYYAD",684819,35894034,Darci Ailward,INVOICES 22 +35,10,FPS,BOOK,COMPLETE,O,934,11,3-8-2018,603
RPS FPS 73785397321459,2-11-2018 00:00:00,RP2060832326175920,RP46886882954495689612580724769062112,990.00,GBP,2-11-2018,427917,26945222,MOUAYYADMOHAMMAD M,472864,77290019,Ronna Nancarrow,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,2-11-2018,612
RPS FPS 14799366944758,25-5-2018 00:00:00,RP3160155381246530,RP46869461396755440126288573569200814,877.00,GBP,25-5-2018,473864,26980222,MOUAYYADMOHAMMAD,402392,73185366,Aluin Mizzen,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,25-5-2018,612
RPS FPS 91530764183893,6-11-2018 00:00:00,RP6946173521183550,RP46957743115022692443790348359305467,489.00,GBP,6-11-2018,258666,26993222,MOUAYYAD MOUTI',593241,42690139,Artemis Crosse,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,6-11-2018,812
RPS FPS 36722069021339,15-5-2018 00:00:00,RP3577928820378630,RP46913712396781445570583739878846252,171.00,GBP,15-5-2018,401861,26998222," MOUTI',MOHAMMADMOUAYYAD",471624,48001674,Jaine Peploe,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,15-5-2018,812
RPS FPS 59233782341809,26-1-2018 00:00:00,RP3714412336776630,RP46890681922857390610078900938831370,160.00,GBP,26-1-2018,301393,27030222,"MOHAMMAD,MOUTI'MOUAYYAD",568070,43534144,Nial Dyde,INVOICES 22 +35,10,FPS,BOOK,COMPLETE,O,934,11,26-1-2018,603
RPS FPS 68555685919223,23-7-2018 00:00:00,RP1236699371801010,RP46913213384915510463282403159090757,971.00,GBP,23-7-2018,803704,27048222,MOHAMMADMOUAYYAD,715349,77302629,Marius Fripps,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,23-7-2018,612
RPS FPS 62767237848403,4-5-2018 00:00:00,RP5986127110087820,RP46997882079828647926592812869109633,478.00,GBP,4-5-2018,447583,27093222,MOUTI'MOUAYYAD,602890,47033382,Briant Poundsford,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,4-5-2018,612
RPS FPS 64190889458648,27-10-2018 00:00:00,RP7722617165951790,RP46805813022357683324886932349166318,870.00,GBP,27-10-2018,531841,27135222,MMOUAYYAD,246449,80788373,Morgun Frotton,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,27-10-2018,812
RPS FPS 38310271219755,26-5-2018 00:00:00,RP1431272530296280,RP46821031525178418312990609109017558,559.00,GBP,26-5-2018,434220,27189222,MOUAYYADM,350502,78534937,Ethel Qusklay,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,26-5-2018,812
RPS FPS 82762777914593,6-7-2018 00:00:00,RP4662210248634690,RP46876281140038609447489560119270542,949.00,GBP,6-7-2018,255435,27213222,"M,MMOUAYYAD",474128,74146743,Wilden Treher,INVOICES 22 +36,10,FPS,BOOK,COMPLETE,O,934,11,6-7-2018,603
RPS FPS 18758850014619,8-10-2018 00:00:00,RP2919301648457240,RP46903212706813760944792539379236266,342.00,GBP,8-10-2018,565698,27235222,MOUAYYADM M,666262,44252886,Kass Hutchinges,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,8-10-2018,612
RPS FPS 75371708320292,1-7-2018 00:00:00,RP8787643546438810,RP46830251926191471601585942089156068,373.00,GBP,1-7-2018,596070,27341222,"MOHAMMAD,MMOUAYYAD",454360,63419609,Laure Flagg,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,1-7-2018,612
RPS FPS 32279958196259,11-6-2018 00:00:00,RP5452007384220300,RP46998791273572655072183576779148282,540.00,GBP,11-6-2018,288220,27344222,MOUAYYADMOHAMMAD M,513207,49818207,Bibbie Duxbury,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,11-6-2018,812
RPS FPS 36776539631733,4-1-2018 00:00:00,RP6263229301847740,RP46850083335013704427985131099001323,56.00,GBP,4-1-2018,748380,27355222,MOUAYYADMOHAMMAD,566834,58132104,Jess Girardet,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,4-1-2018,812
RPS FPS 27660995176415,22-4-2018 00:00:00,RP4832341757649770,RP46804323255663680435581412198799028,677.00,GBP,22-4-2018,819064,27370222,MOUAYYADMOUTI',497380,51184016,Rickie Fairholme,INVOICES 22 +36,10,FPS,BOOK,COMPLETE,O,934,11,22-4-2018,603
RPS FPS 47508788868057,2-1-2018 00:00:00,RP6889848413123120,RP46968921580911442435484585029238921,669.00,GBP,2-1-2018,313939,27381222,"MOUTI',MOHAMMADMOUAYYAD",361435,34770292,Marni Kelinge,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,2-1-2018,612
RPS FPS 26705663129443,25-6-2018 00:00:00,RP4267336954694410,RP46919021182222599491981410909263365,87.00,GBP,25-6-2018,735087,27389222,PYO'NG-SO'HWANGSTRONG,697382,72775989,Tandy Schoenfisch,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,25-6-2018,612
RPS FPS 61504262973206,5-6-2018 00:00:00,RP9783576497729590,RP46820122943777453845977958609298783,990.00,GBP,5-6-2018,283488,27432222,PHWANGSTRONG,855704,38347070,Barnabas Jessope,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,5-6-2018,812
RPS FPS 96631735116280,24-5-2018 00:00:00,RP5948790883863190,RP46945961218139759465076863718946456,289.00,GBP,24-5-2018,477855,27455222,HWANGPSTRONG,692337,42383928,Cara Oxbury,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,24-5-2018,812
RPS FPS 72492073661599,20-7-2018 00:00:00,RP1274344237662270,RP46921022248689578945289433859015178,117.00,GBP,20-7-2018,777352,27459222,"ABD AL-RAHMAN,KHALAF,'UBAYD,JUDAY'AL-'ANIZI",480949,61098497,Rudy Linkie,INVOICES 22 +37,10,FPS,BOOK,COMPLETE,O,934,11,20-7-2018,603
RPS FPS 54279724913857,13-10-2018 00:00:00,RP6711555258932670,RP46839722030708568835576526019304876,216.00,GBP,13-10-2018,457734,27470222,ABD AL-RAHMANAL-'ANIZI,663802,59503421,Valeria Goody,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,13-10-2018,612
RPS FPS 45227448608475,7-7-2018 00:00:00,RP4033919315316490,RP46972233420668524634980914268779578,644.00,GBP,7-7-2018,840980,27499222,"ABD AL-RAHMAN,KHALAFAL-'ANIZI",676909,55258391,Garvin MacGiolla Pheadair,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,7-7-2018,612
RPS FPS 90323676860085,24-4-2018 00:00:00,RP2073003310044130,RP46906001505024510876283301619068069,310.00,GBP,24-4-2018,870172,27528222,"ABD AL-RAHMAN,KHALAF,'UBAYDAL-'ANIZI",553397,57126613,Carrol Sonley,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,24-4-2018,812
RPS FPS 47137448893316,9-9-2018 00:00:00,RP1762653178175300,RP46985041402144613345576780349242772,887.00,GBP,9-9-2018,259064,27539222,KHALAFAL-'ANIZI,543084,48500539,Stesha Kain,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,9-9-2018,812
RPS FPS 35086024522128,13-7-2018 00:00:00,RP3406103827334590,RP46902681985436441442480131689127348,679.00,GBP,13-7-2018,433081,27540222,UBAYDAL-'ANIZI,705412,46329322,Tracee Vernay,INVOICES 22 +37,10,FPS,BOOK,COMPLETE,O,934,11,13-7-2018,603
RPS FPS 52943742176526,22-3-2018 00:00:00,RP3123050794122430,RP46985321242263347373988850439233491,387.00,GBP,22-3-2018,473172,27560222,JUDAY'AL-'ANIZI,401748,78557181,Carey Biddell,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,22-3-2018,612
RPS FPS 16015752688206,6-8-2018 00:00:00,RP9022450034318840,RP46874993420939541544093007288974549,856.00,GBP,6-8-2018,739837,27569222,AAL-'ANIZI,481397,44711829,Skye Logsdail,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,6-8-2018,612
RPS FPS 22177717300500,3-12-2018 00:00:00,RP7618332084858010,RP46824231184716706933178034748865591,778.00,GBP,3-12-2018,823851,27594222,AL-'ANIZIA,370355,82517039,Tomlin McDuffy,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,3-12-2018,812
RPS FPS 29282297188067,10-7-2018 00:00:00,RP1488098696932920,RP46820892437069598149079302019298885,492.00,GBP,10-7-2018,625847,27617222,"A,KAL-'ANIZI",561484,38105767,Taddeusz McMonies,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,10-7-2018,812
