FPS Payment data,,,,,,,,,,,,,,,,,,,,,,
MESSAGE_IDR,CREATION_TMP,TRANSACTION_REFERENCE_NUM,FPS_IDR,SETTLEMENT_AMT,SETTLEMENT_CURRENCY_CDE,PAYMENT_REQUEST_SENT_DTE,ORIGINATING_CR_INST_SRT_CDE,ORIGINATING_CUS_ACC_NUM,ORIGINATING_CUS_ACC_NME,BENEFICIARY_CR_INST_SRT_CDE,BENEFICIARY_CUS_ACC_NUM,BENEFICIARY_CUS_ACC_NME,BENEF_CUS_ACC_ADDNL_IDENT_REF,PAYMENT_TYPE_CDE,CREDIT_PAYMENT_METHOD_VAL,DEBIT_PAYMENT_METHOD_VAL,MESSAGE_STATUS_CDE,MESSAGE_DIRECTION_CDE,SUBMITTING_MEMBER_BANK_CDE,RECEIVING_MEMBER_BANK_CDE,SETTLEMENT_DTE,ORIGINATING_SYSTEM_CDE
RPS FPS 32191677328992,04-12-2018 00:00,RP5732599848307180,RP46828122740433457855682361819319054,623,GBP,04-12-2018,338032,25633222,Hurlee Holby,468318,65345511,"SHAIMA',ABUKUWAITI",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,04-12-2018,812
RPS FPS 77109633685480,08-12-2018 00:00,RP7937845616045350,RP46920712992061750994490422659046924,566,GBP,08-12-2018,425024,25638222,Urbanus Water,466231,75724412,MAYSA'QATTAN,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,08-12-2018,812
RPS FPS 77241901245534,07-11-2018 00:00,RP1559599415195800,RP46946562735618745851693443509326055,406,GBP,07-11-2018,668966,25646222,Amandi Gilmour,725425,81506632,MQATTAN,INVOICES 22 +29,10,FPS,BOOK,COMPLETE,O,934,11,07-11-2018,603
RPS FPS 54901869616500,24-07-2018 00:00,RP8859037005840020,RP46857422268777525034784793399034712,863,GBP,24-07-2018,397043,25650222,Bjorn Maddrah,579023,42423551,QATTANM,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,24-07-2018,612
RPS FPS 88146877147500,13-08-2018 00:00,RP8151270012823660,RP46907601606012656531687111338749379,413,GBP,13-08-2018,421572,25657222,Elisabetta Mebius,450841,51078255,DIYA'WAFA'I,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,13-08-2018,612
RPS FPS 10904883632060,07-10-2018 00:00,RP8887388597722340,RP46814663417132434031585426718797862,814,GBP,07-10-2018,498088,25741222,Ely Tracey,670132,56133940,DWAFA'I,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,07-10-2018,812
RPS FPS 24795416955161,19-04-2018 00:00,RP5538381196624060,RP46900661895340605336993110439127801,566,GBP,19-04-2018,431255,25747222,Simmonds Camerati,242047,62038789,WAFA'ID,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,19-04-2018,812
RPS FPS 71306464849478,17-08-2018 00:00,RP5350814700423350,RP46957412824646494645886219389091625,519,GBP,17-08-2018,571212,25764222,Amos Guierre,365876,76864604,JAME'JAME',INVOICES 22 +29,10,FPS,BOOK,COMPLETE,O,934,11,17-08-2018,603
RPS FPS 41865104710638,24-09-2018 00:00,RP1513829183325660,RP46969842874421583275390149819174064,437,GBP,24-09-2018,701723,25775222,Dorothy Paske,804400,45688163,JJAME',EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,24-09-2018,612
RPS FPS 10761787760706,23-02-2018 00:00,RP9413018564794440,RP46845432696056586031588183779274836,961,GBP,23-02-2018,843042,25795222,Pietra Pes,802472,40186654,JAME'J,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,23-02-2018,612
RPS FPS 43291686582332,20-02-2018 00:00,RP7097669257707400,RP46944962143338564234988821139271609,764,GBP,20-02-2018,529571,25812222,Heda Gaveltone,726613,69150071,"MUHAMMAD,RABI'AL-BAHTITISTRONG",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,20-02-2018,812
RPS FPS 66851221197999,25-07-2018 00:00,RP3626477455711490,RP46904143094891614481785473648891996,379,GBP,25-07-2018,474337,25860222,Dani Schwerin,380865,46108906,MUHAMMADAL-BAHTITISTRONG,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,25-07-2018,812
RPS FPS 40389048019409,02-03-2018 00:00,RP4782027476570550,RP46876791395078417512292238839056003,864,GBP,02-03-2018,238698,25896222,Axe Hawkin,800498,51666285,RABI'AL-BAHTITISTRONG,INVOICES 22 +30,10,FPS,BOOK,COMPLETE,O,934,11,02-03-2018,603
RPS FPS 76527124281454,25-02-2018 00:00,RP4906068179592750,RP46856372795155525525486644229192500,163,GBP,25-02-2018,857750,25906222,Mariette Pendrick,393098,41490936,MAL-BAHTITISTRONG,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,25-02-2018,612
RPS FPS 15196225825650,15-10-2018 00:00,RP1282047433941820,RP46834033290836567492291355369208106,55,GBP,15-10-2018,853497,25953222,Marcellina Ciccoloi,281300,63384310,AL-BAHTITIMSTRONG,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,15-10-2018,612
RPS FPS 18961439371413,26-04-2018 00:00,RP7985359528058920,RP46889281179969501130281283628950384,661,GBP,26-04-2018,473304,25955222,Elvira Fearfull,547983,66353894,"M,RAL-BAHTITISTRONG",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,26-04-2018,812
RPS FPS 65859865342779,07-06-2018 00:00,RP7776649408919100,RP46980882704601412309789312888881782,688,GBP,07-06-2018,642564,25988222,Bill Cobbald,365415,41818185,AL-BAHTITIM RSTRONG,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,07-06-2018,812
RPS FPS 40904901788783,20-10-2018 00:00,RP2375186021749470,RP46893273281985512981477216719104358,266,GBP,20-10-2018,823708,26000222,Tandy Nelsen,448669,82896929,"MUHAMMAD,RAL-BAHTITISTRONG",INVOICES 22 +30,10,FPS,BOOK,COMPLETE,O,934,11,20-10-2018,603
RPS FPS 31700874292049,02-07-2018 00:00,RP7844501423968760,RP46822393004066763608181917419196576,352,GBP,02-07-2018,297266,26023222,Constantin Dumbar,363795,65840852,AL-BAHTITIMUHAMMAD RSTRONG,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,02-07-2018,612
RPS FPS 27880441713824,19-04-2018 00:00,RP8049728743868030,RP46911741390695501489580927878839238,587,GBP,19-04-2018,432522,26035222,Dalston Robbert,495290,74121804,RAL-BAHTITISTRONG,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,19-04-2018,612
RPS FPS 95907431834329,02-11-2018 00:00,RP6936596070544970,RP46970502749339359566480391299301821,605,GBP,02-11-2018,453824,26038222,Aubree Tatersale,381330,76608210,AL-BAHTITIRSTRONG,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,02-11-2018,812
RPS FPS 36528065937398,01-08-2018 00:00,RP3486381075197740,RP46821371939402517940379521378845612,327,GBP,01-08-2018,656030,26041222,Morgan Preshous,309457,78562767,AL-BAHTITIMUHAMMADSTRONG,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,01-08-2018,812
RPS FPS 31639915975659,20-11-2018 00:00,RP6897764925126200,RP46942461516300612673892587598813113,76,GBP,20-11-2018,428849,26044222,Gerhard Trench,395278,57789546,AL-BAHTITIRABI'STRONG,INVOICES 22 +31,10,FPS,BOOK,COMPLETE,O,934,11,20-11-2018,603
RPS FPS 86413324053918,14-08-2018 00:00,RP7339082782040420,RP46873252414849483418579651628928224,546,GBP,14-08-2018,427239,26046222,Grata Wolseley,807859,74492642,"RABI',MUHAMMADAL-BAHTITISTRONG",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,14-08-2018,612
RPS FPS 86296240114946,18-05-2018 00:00,RP9027040646095960,RP46989701944610583188276481388918605,263,GBP,18-05-2018,872611,26098222,Antonetta Shipton,739804,44776004,BADI'MU'ALLA,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,18-05-2018,612
RPS FPS 21951112851570,02-06-2018 00:00,RP2387260350779260,RP46941073345743595984086315818943554,983,GBP,02-06-2018,402853,26102222,Ly Pullan,871136,52262882,BMU'ALLA,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,02-06-2018,812
RPS FPS 30184147988544,12-11-2018 00:00,RP3439823571071920,RP46969072120833573078278936608957881,276,GBP,12-11-2018,429414,26116222,Carter Sparks,460345,77791385,MU'ALLAB,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,12-11-2018,812
RPS FPS 16068064915226,18-08-2018 00:00,RP9566620283969400,RP46983101977022649326485317759113750,377,GBP,18-08-2018,352084,26120222,Annadiane Sample,304931,57240387,SAJI'DARWISH,INVOICES 22 +31,10,FPS,BOOK,COMPLETE,O,934,11,18-08-2018,603
RPS FPS 55283566646531,24-09-2018 00:00,RP9233115296226750,RP46978121507712342961380279188960741,682,GBP,24-09-2018,553596,26128222,Chaddie Marshfield,632881,73122399,SDARWISH,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,24-09-2018,612
RPS FPS 61683553173626,01-02-2018 00:00,RP8812487209413840,RP46915792948089451479182012399215200,114,GBP,01-02-2018,265528,26137222,Ruddie Albasiny,351251,68856237,DARWISHS,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,01-02-2018,612
RPS FPS 20173655541411,07-03-2018 00:00,RP1509451965107380,RP46912142078029668869780658559341314,784,GBP,07-03-2018,638053,26171222,Anatola Driffe,494471,70464592,JAMI'JAMI',ABDO,10,FPS,BOOK,COMPLETE,O,934,13,07-03-2018,812
RPS FPS 39325157626354,06-06-2018 00:00,RP4757210456098540,RP46869673164412681817292988958774522,733,GBP,06-06-2018,740715,26234222,Kristopher Broxis,359859,49510160,JJAMI',NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,06-06-2018,812
RPS FPS 41773999573583,04-02-2018 00:00,RP6606687057478680,RP46827633364526733824679635598773697,893,GBP,04-02-2018,617662,26272222,Nicol Pidon,487151,77323157,JAMI'J,INVOICES 22 +32,10,FPS,BOOK,COMPLETE,O,934,11,04-02-2018,603
RPS FPS 24520197214800,12-05-2018 00:00,RP6604851073240770,RP46823181548148404776189900309043068,139,GBP,12-05-2018,715719,26275222,Gale Humble,853702,42892658,"ASHRAF,AHMAD,FARI'AL-'ALLAK",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,12-05-2018,612
RPS FPS 55163408612088,01-04-2018 00:00,RP5740718815979420,RP46998171662423557488486437988992539,931,GBP,01-04-2018,252310,26314222,Marietta Achurch,320452,55257109,ASHRAFAL-'ALLAK,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,01-04-2018,612
RPS FPS 59279953183627,11-09-2018 00:00,RP1899623546686770,RP46866302410849643695393022199331101,784,GBP,11-09-2018,850885,26343222,Timothee Griffithe,668035,69691026,"ASHRAF,AHMADAL-'ALLAK",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,11-09-2018,812
RPS FPS 16811195843691,20-02-2018 00:00,RP8193873871959230,RP46920923310022760184083438728776595,553,GBP,20-02-2018,797270,26367222,Jamison Clarson,632929,65580966,AHMADAL-'ALLAK,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,20-02-2018,812
RPS FPS 68260797348500,21-05-2018 00:00,RP2594272136703820,RP46970132861998610476889174828947373,251,GBP,21-05-2018,396405,26388222,Rozella Joselovitch,432733,66237887,FARI'AL-'ALLAK,INVOICES 22 +32,10,FPS,BOOK,COMPLETE,O,934,11,21-05-2018,603
RPS FPS 52583686539213,04-01-2018 00:00,RP4883727447227960,RP46975991627222587081183848758865783,922,GBP,04-01-2018,764485,26395222,Jaquenette Sydry,794631,48974547,AAL-'ALLAK,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,04-01-2018,612
RPS FPS 36653198505309,21-07-2018 00:00,RP9835588296351070,RP46891761261008398933786098459289796,379,GBP,21-07-2018,562976,26432222,Donnie McPartlin,696489,57704911,AL-'ALLAKA,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,21-07-2018,612
RPS FPS 82931645455726,01-03-2018 00:00,RP8172631593830630,RP46851701305548482082685362948847831,796,GBP,01-03-2018,240508,26446222,Alphonso Hindshaw,361593,68840842,"A,AAL-'ALLAK",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,01-03-2018,812
RPS FPS 72314974509523,09-11-2018 00:00,RP5032235701882500,RP46987842993577650481684001438819555,236,GBP,09-11-2018,324510,26474222,Ivor Pooke,603245,63656819,AL-'ALLAKA A,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,09-11-2018,812
RPS FPS 40960143455971,08-04-2018 00:00,RP3337142375122140,RP46878581596764362023086638659293932,108,GBP,08-04-2018,665451,26496222,Rog Staner,339068,65287460,"A,A,FAL-'ALLAK",INVOICES 22 +33,10,FPS,BOOK,COMPLETE,O,934,11,08-04-2018,603
RPS FPS 76210161575698,24-02-2018 00:00,RP3563405749743680,RP46946243050225651724582747638901139,623,GBP,24-02-2018,266199,26512222,Gilbertina Greatreax,610695,40753803,AL-'ALLAKA A F,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,24-02-2018,612
RPS FPS 76889676683216,03-08-2018 00:00,RP1121198329744000,RP46856892615058597536080377269020929,79,GBP,03-08-2018,711353,26588222,Con Jimmison,426539,54231841,"ASHRAF,AAL-'ALLAK",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,03-08-2018,612
RPS FPS 67725814372489,08-10-2018 00:00,RP3780722954287970,RP46945482562336399446792647918858124,324,GBP,08-10-2018,818369,26595222,Paul Elwell,869375,63853341,AL-'ALLAKASHRAF A,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,08-10-2018,812
RPS FPS 87582157345229,05-04-2018 00:00,RP3992668990303360,RP46930221126669701727187632639324789,700,GBP,05-04-2018,391233,26605222,Karyn Ottam,396648,45871363,"ASHRAF,FAL-'ALLAK",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,05-04-2018,812
RPS FPS 70898213216822,25-12-2018 00:00,RP7809612350201560,RP46878861712982713499089848229025149,372,GBP,25-12-2018,526154,26612222,Wildon Sevior,454137,63948728,AL-'ALLAKASHRAF F,INVOICES 22 +33,10,FPS,BOOK,COMPLETE,O,934,11,25-12-2018,603
RPS FPS 74328904616742,08-10-2018 00:00,RP2026616268144110,RP46983163237890620816386879289353277,40,GBP,08-10-2018,354735,26690222,Laurel Verny,691957,67804101,FAL-'ALLAK,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,08-10-2018,612
RPS FPS 24022250560929,26-09-2018 00:00,RP4482987442095870,RP46928531192432446792983462828961131,40,GBP,26-09-2018,373186,26700222,Wade Kennington,685567,56665032,AL-'ALLAKF,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,26-09-2018,612
RPS FPS 59994047888061,27-07-2018 00:00,RP6227069687107120,RP46961541208979541185788608349217726,578,GBP,27-07-2018,827859,26722222,Blinny Bresner,401841,81295794,AL-'ALLAKASHRAF,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,27-07-2018,812
RPS FPS 82661146111832,19-02-2018 00:00,RP2295161117255120,RP46929621848079529664286525069023392,475,GBP,19-02-2018,784323,26723222,Hakim Kerner,287554,80292221,AL-'ALLAKASHRAF AHMAD,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,19-02-2018,812
RPS FPS 20904208512682,14-01-2018 00:00,RP2994039989514150,RP46843831164863584340389181359081540,245,GBP,14-01-2018,444782,26737222,Kathleen Sappson,640578,50520575,AL-'ALLAKAHMAD,INVOICES 22 +34,10,FPS,BOOK,COMPLETE,O,934,11,14-01-2018,603
RPS FPS 11411667812060,11-09-2018 00:00,RP6793600808581910,RP46938282456984449215388391049093996,410,GBP,11-09-2018,424415,26740222,Caye Januszewski,716414,37166348,AL-'ALLAKFARI',EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,11-09-2018,612
RPS FPS 90489717508268,08-04-2018 00:00,RP4296793836143180,RP46846082632225749403077586069001607,768,GBP,08-04-2018,322566,26759222,Margret Kett,356796,52251351,"AHMAD,ASHRAFAL-'ALLAK",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,08-04-2018,612
RPS FPS 47839459706204,04-11-2018 00:00,RP4439583066293800,RP46938491920023656460287202069241814,783,GBP,04-11-2018,305166,26773222,Rikki Keeri,530233,54951083,"MOHAMMAD, MOUTI'MOUAYYAD",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,04-11-2018,812
RPS FPS 13707827220685,15-07-2018 00:00,RP6037050673042330,RP46887733120141673740579132649209101,49,GBP,15-07-2018,557380,26806222,Adriana Prowse,388504,43765720,MOHAMMADMOUAYYAD,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,15-07-2018,812
RPS FPS 43878730331458,26-08-2018 00:00,RP9907137287251010,RP46834852654013584189589314329141707,815,GBP,26-08-2018,294677,26828222,Kliment Gothrup,559722,60209712, MOUTI'MOUAYYAD,INVOICES 22 +34,10,FPS,BOOK,COMPLETE,O,934,11,26-08-2018,603
RPS FPS 92747099264405,26-10-2018 00:00,RP7693185862728350,RP46846862953616745101576483199103066,466,GBP,26-10-2018,818327,26862222,Cornelia Smallacombe,400490,61082895,MMOUAYYAD,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,26-10-2018,612
RPS FPS 97195636954413,17-08-2018 00:00,RP2968743755633110,RP46901453021169734903586463048788992,78,GBP,17-08-2018,875979,26900222,Bing Layhe,777172,62991131,MOUAYYADM,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,17-08-2018,612
RPS FPS 79777875555662,07-05-2018 00:00,RP3525406297347330,RP46933881278905665055477258499324901,759,GBP,07-05-2018,547251,26908222,Vin Davenhill,631101,71797618,"M,MMOUAYYAD",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,07-05-2018,812
RPS FPS 64051228734966,20-03-2018 00:00,RP2401432521411130,RP46887822509138519540884928929185037,662,GBP,20-03-2018,832198,26916222,Riva Lawtie,471167,70797486,MOUAYYADM M,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,20-03-2018,812
RPS FPS 23444486831821,03-08-2018 00:00,RP2060832326175920,RP46925411807060529470489344639291381,942,GBP,03-08-2018,425492,26941222,Darci Ailward,684819,35894034,"MOHAMMAD,MMOUAYYAD",INVOICES 22 +35,10,FPS,BOOK,COMPLETE,O,934,11,03-08-2018,603
RPS FPS 73785397321459,02-11-2018 00:00,RP3160155381246530,RP46992453099368373740993135679014985,990,GBP,02-11-2018,427917,26945222,Ronna Nancarrow,472864,77290019,MOUAYYADMOHAMMAD M,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,02-11-2018,612
RPS FPS 14799366944758,25-05-2018 00:00,RP6946173521183550,RP46886882954495689612580724769062112,877,GBP,25-05-2018,473864,26980222,Aluin Mizzen,402392,73185366,MOUAYYADMOHAMMAD,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,25-05-2018,612
RPS FPS 91530764183893,06-11-2018 00:00,RP3577928820378630,RP46869461396755440126288573569200814,489,GBP,06-11-2018,258666,26993222,Artemis Crosse,593241,42690139,MOUAYYAD MOUTI',ABDO,10,FPS,BOOK,COMPLETE,O,934,13,06-11-2018,812
RPS FPS 36722069021339,15-05-2018 00:00,RP3714412336776630,RP46957743115022692443790348359305467,171,GBP,15-05-2018,401861,26998222,Jaine Peploe,471624,48001674," MOUTI',MOHAMMADMOUAYYAD",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,15-05-2018,812
RPS FPS 59233782341809,26-01-2018 00:00,RP1236699371801010,RP46913712396781445570583739878846252,160,GBP,26-01-2018,301393,27030222,Nial Dyde,568070,43534144,"MOHAMMAD,MOUTI'MOUAYYAD",INVOICES 22 +35,10,FPS,BOOK,COMPLETE,O,934,11,26-01-2018,603
RPS FPS 68555685919223,23-07-2018 00:00,RP5986127110087820,RP46890681922857390610078900938831370,971,GBP,23-07-2018,803704,27048222,Marius Fripps,715349,77302629,MOHAMMADMOUAYYAD,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,23-07-2018,612
RPS FPS 62767237848403,04-05-2018 00:00,RP7722617165951790,RP46913213384915510463282403159090757,478,GBP,04-05-2018,447583,27093222,Briant Poundsford,602890,47033382,MOUTI'MOUAYYAD,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,04-05-2018,612
RPS FPS 64190889458648,27-10-2018 00:00,RP1431272530296280,RP46997882079828647926592812869109633,870,GBP,27-10-2018,531841,27135222,Morgun Frotton,246449,80788373,MMOUAYYAD,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,27-10-2018,812
RPS FPS 38310271219755,26-05-2018 00:00,RP4662210248634690,RP46805813022357683324886932349166318,559,GBP,26-05-2018,434220,27189222,Ethel Qusklay,350502,78534937,MOUAYYADM,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,26-05-2018,812
RPS FPS 82762777914593,06-07-2018 00:00,RP2919301648457240,RP46821031525178418312990609109017558,949,GBP,06-07-2018,255435,27213222,Wilden Treher,474128,74146743,"M,MMOUAYYAD",INVOICES 22 +36,10,FPS,BOOK,COMPLETE,O,934,11,06-07-2018,603
RPS FPS 18758850014619,08-10-2018 00:00,RP8787643546438810,RP46876281140038609447489560119270542,342,GBP,08-10-2018,565698,27235222,Kass Hutchinges,666262,44252886,MOUAYYADM M,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,08-10-2018,612
RPS FPS 75371708320292,01-07-2018 00:00,RP5452007384220300,RP46903212706813760944792539379236266,373,GBP,01-07-2018,596070,27341222,Laure Flagg,454360,63419609,"MOHAMMAD,MMOUAYYAD",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,01-07-2018,612
RPS FPS 32279958196259,11-06-2018 00:00,RP6263229301847740,RP46830251926191471601585942089156068,540,GBP,11-06-2018,288220,27344222,Bibbie Duxbury,513207,49818207,MOUAYYADMOHAMMAD M,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,11-06-2018,812
RPS FPS 36776539631733,04-01-2018 00:00,RP4832341757649770,RP46998791273572655072183576779148282,56,GBP,04-01-2018,748380,27355222,Jess Girardet,566834,58132104,MOUAYYADMOHAMMAD,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,04-01-2018,812
RPS FPS 27660995176415,22-04-2018 00:00,RP6889848413123120,RP46850083335013704427985131099001323,677,GBP,22-04-2018,819064,27370222,Rickie Fairholme,497380,51184016,MOUAYYADMOUTI',INVOICES 22 +36,10,FPS,BOOK,COMPLETE,O,934,11,22-04-2018,603
RPS FPS 47508788868057,02-01-2018 00:00,RP4267336954694410,RP46804323255663680435581412198799028,669,GBP,02-01-2018,313939,27381222,Marni Kelinge,361435,34770292,"MOUTI',MOHAMMADMOUAYYAD",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,02-01-2018,612
RPS FPS 26705663129443,25-06-2018 00:00,RP9783576497729590,RP46968921580911442435484585029238921,87,GBP,25-06-2018,735087,27389222,Tandy Schoenfisch,697382,72775989,PYO'NG-SO'HWANGSTRONG,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,25-06-2018,612
RPS FPS 61504262973206,05-06-2018 00:00,RP5948790883863190,RP46919021182222599491981410909263365,990,GBP,05-06-2018,283488,27432222,Barnabas Jessope,855704,38347070,PHWANGSTRONG,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,05-06-2018,812
RPS FPS 96631735116280,24-05-2018 00:00,RP1274344237662270,RP46820122943777453845977958609298783,289,GBP,24-05-2018,477855,27455222,Cara Oxbury,692337,42383928,HWANGPSTRONG,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,24-05-2018,812
RPS FPS 72492073661599,20-07-2018 00:00,RP6711555258932670,RP46945961218139759465076863718946456,117,GBP,20-07-2018,777352,27459222,Rudy Linkie,480949,61098497,"ABD AL-RAHMAN,KHALAF,'UBAYD,JUDAY'AL-'ANIZI",INVOICES 22 +37,10,FPS,BOOK,COMPLETE,O,934,11,20-07-2018,603
RPS FPS 54279724913857,13-10-2018 00:00,RP4033919315316490,RP46921022248689578945289433859015178,216,GBP,13-10-2018,457734,27470222,Valeria Goody,663802,59503421,ABD AL-RAHMANAL-'ANIZI,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,13-10-2018,612
RPS FPS 45227448608475,07-07-2018 00:00,RP2073003310044130,RP46839722030708568835576526019304876,644,GBP,07-07-2018,840980,27499222,Garvin MacGiolla Pheadair,676909,55258391,"ABD AL-RAHMAN,KHALAFAL-'ANIZI",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,07-07-2018,612
RPS FPS 90323676860085,24-04-2018 00:00,RP1762653178175300,RP46972233420668524634980914268779578,310,GBP,24-04-2018,870172,27528222,Carrol Sonley,553397,57126613,"ABD AL-RAHMAN,KHALAF,'UBAYDAL-'ANIZI",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,24-04-2018,812
RPS FPS 47137448893316,09-09-2018 00:00,RP3406103827334590,RP46906001505024510876283301619068069,887,GBP,09-09-2018,259064,27539222,Stesha Kain,543084,48500539,KHALAFAL-'ANIZI,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,09-09-2018,812
RPS FPS 35086024522128,13-07-2018 00:00,RP3123050794122430,RP46985041402144613345576780349242772,679,GBP,13-07-2018,433081,27540222,Tracee Vernay,705412,46329322,UBAYDAL-'ANIZI,INVOICES 22 +37,10,FPS,BOOK,COMPLETE,O,934,11,13-07-2018,603
RPS FPS 52943742176526,22-03-2018 00:00,RP9022450034318840,RP46902681985436441442480131689127348,387,GBP,22-03-2018,473172,27560222,Carey Biddell,401748,78557181,JUDAY'AL-'ANIZI,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,22-03-2018,612
RPS FPS 16015752688206,06-08-2018 00:00,RP7618332084858010,RP46985321242263347373988850439233491,856,GBP,06-08-2018,739837,27569222,Skye Logsdail,481397,44711829,AAL-'ANIZI,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,06-08-2018,612
RPS FPS 22177717300500,03-12-2018 00:00,RP1488098696932920,RP46874993420939541544093007288974549,778,GBP,03-12-2018,823851,27594222,Tomlin McDuffy,370355,82517039,AL-'ANIZIA,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,03-12-2018,812
RPS FPS 29282297188067,10-07-2018 00:00,RP1669641659294540,RP46824231184716706933178034748865591,492,GBP,10-07-2018,625847,27617222,Taddeusz McMonies,561484,38105767,"A,KAL-'ANIZI",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,10-07-2018,812
RPS FPS 36786602562896,19-11-2018 00:00,RP3089746138708230,RP46820892437069598149079302019298885,340,GBP,19-11-2018,594354,27620222,Frances Eslie,635359,74526120,AL-'ANIZIA K,INVOICES 22 +38,10,FPS,BOOK,COMPLETE,O,934,11,19-11-2018,603
RPS FPS 34477479576236,14-11-2018 00:00,RP2210131504194250,RP46928643268111703581785621629160710,29,GBP,14-11-2018,399452,27633222,Hillie Ridhole,766628,41747411,"A,K,UAL-'ANIZI",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,14-11-2018,612
RPS FPS 17430535483283,17-09-2018 00:00,RP9395838495239020,RP46807881800531740432992847289354662,55,GBP,17-09-2018,554256,27649222,Stefan Swigger,461968,60188029,AL-'ANIZIA K U,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,17-09-2018,612
RPS FPS 59851297888096,17-08-2018 00:00,RP8473041782000420,RP46875692462600631023082987408766465,306,GBP,17-08-2018,294163,27653222,Flinn Cayley,723888,84973951,"A,K,U,JAL-'ANIZI",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,17-08-2018,812
